Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       1/66          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned int) [211]
                0.00    0.00      65/66          std::vector<bool, std::allocator<bool> >::operator[](unsigned int) [6]
[3]      0.0    0.00    0.00      66         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [3]
                0.00    0.00      66/69          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [2]
-----------------------------------------------
                0.00    0.00      65/65          std::vector<bool, std::allocator<bool> >::operator[](unsigned int) [6]
[4]      0.0    0.00    0.00      65         std::_Bit_iterator::operator*() const [4]
                0.00    0.00      65/65          std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [5]
-----------------------------------------------
                0.00    0.00      65/65          std::_Bit_iterator::operator*() const [4]
[5]      0.0    0.00    0.00      65         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [5]
-----------------------------------------------
                0.00    0.00      65/65          Club::kthPermutationUtil(std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&, int, int, long long) [154]
[6]      0.0    0.00    0.00      65         std::vector<bool, std::allocator<bool> >::operator[](unsigned int) [6]
                0.00    0.00      65/66          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [3]
                0.00    0.00      65/65          std::_Bit_iterator::operator*() const [4]
-----------------------------------------------
                0.00    0.00      55/55          Club::kthPermutationUtil(std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&, int, int, long long) [154]
[7]      0.0    0.00    0.00      55         std::_Bit_reference::operator bool() const [7]
-----------------------------------------------
                0.00    0.00      50/50          bool std::operator==<Task*>(std::move_iterator<Task*> const&, std::move_iterator<Task*> const&) [19]
[8]      0.0    0.00    0.00      50         std::move_iterator<Task*>::base() const [8]
-----------------------------------------------
                0.00    0.00       5/50          void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
                0.00    0.00      10/50          void __gnu_cxx::new_allocator<Task>::construct<Task, Task>(Task*, Task&&) [55]
                0.00    0.00      10/50          void std::allocator_traits<std::allocator<Task> >::construct<Task, Task>(std::allocator<Task>&, Task*, Task&&) [66]
                0.00    0.00      10/50          void std::vector<Task, std::allocator<Task> >::emplace_back<Task>(Task&&) [71]
                0.00    0.00      15/50          void std::_Construct<Task, Task>(Task*, Task&&) [45]
[9]      0.0    0.00    0.00      50         Task&& std::forward<Task>(std::remove_reference<Task>::type&) [9]
-----------------------------------------------
                0.00    0.00       5/47          void __gnu_cxx::new_allocator<ClubMember>::construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [106]
                0.00    0.00       7/47          void std::_Construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [96]
                0.00    0.00      10/47          void __gnu_cxx::new_allocator<Task>::construct<Task, Task>(Task*, Task&&) [55]
                0.00    0.00      10/47          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [56]
                0.00    0.00      15/47          void std::_Construct<Task, Task>(Task*, Task&&) [45]
[10]     0.0    0.00    0.00      47         operator new(unsigned int, void*) [10]
-----------------------------------------------
                0.00    0.00      15/40          Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
                0.00    0.00      25/40          void std::_Destroy_aux<false>::__destroy<Task*>(Task*, Task*) [97]
[11]     0.0    0.00    0.00      40         Task* std::__addressof<Task>(Task&) [11]
-----------------------------------------------
                0.00    0.00      10/35          _fu15___ZSt3cin [303]
                0.00    0.00      25/35          void std::_Destroy<Task>(Task*) [18]
[12]     0.0    0.00    0.00      35         Task::~Task() [12]
-----------------------------------------------
                0.00    0.00      30/30          bool std::operator==<ClubMember*>(std::move_iterator<ClubMember*> const&, std::move_iterator<ClubMember*> const&) [46]
[13]     0.0    0.00    0.00      30         std::move_iterator<ClubMember*>::base() const [13]
-----------------------------------------------
                0.00    0.00      30/30          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [75]
[14]     0.0    0.00    0.00      30         int* std::__niter_base<int*>(int*) [14]
-----------------------------------------------
                0.00    0.00       4/26          void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
                0.00    0.00       5/26          void __gnu_cxx::new_allocator<ClubMember>::construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [106]
                0.00    0.00       5/26          void std::allocator_traits<std::allocator<ClubMember> >::construct<ClubMember, ClubMember>(std::allocator<ClubMember>&, ClubMember*, ClubMember&&) [119]
                0.00    0.00       5/26          void std::vector<ClubMember, std::allocator<ClubMember> >::emplace_back<ClubMember>(ClubMember&&) [124]
                0.00    0.00       7/26          void std::_Construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [96]
[15]     0.0    0.00    0.00      26         ClubMember&& std::forward<ClubMember>(std::remove_reference<ClubMember>::type&) [15]
-----------------------------------------------
                0.00    0.00      10/25          void __gnu_cxx::new_allocator<Task>::construct<Task, Task>(Task*, Task&&) [55]
                0.00    0.00      15/25          void std::_Construct<Task, Task>(Task*, Task&&) [45]
[16]     0.0    0.00    0.00      25         Task::Task(Task&&) [16]
-----------------------------------------------
                0.00    0.00       5/25          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00      10/25          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [56]
                0.00    0.00      10/25          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [68]
[17]     0.0    0.00    0.00      25         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [17]
-----------------------------------------------
                0.00    0.00      25/25          void std::_Destroy_aux<false>::__destroy<Task*>(Task*, Task*) [97]
[18]     0.0    0.00    0.00      25         void std::_Destroy<Task>(Task*) [18]
                0.00    0.00      25/35          Task::~Task() [12]
-----------------------------------------------
                0.00    0.00      25/25          bool std::operator!=<Task*>(std::move_iterator<Task*> const&, std::move_iterator<Task*> const&) [20]
[19]     0.0    0.00    0.00      25         bool std::operator==<Task*>(std::move_iterator<Task*> const&, std::move_iterator<Task*> const&) [19]
                0.00    0.00      50/50          std::move_iterator<Task*>::base() const [8]
-----------------------------------------------
                0.00    0.00      25/25          Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
[20]     0.0    0.00    0.00      25         bool std::operator!=<Task*>(std::move_iterator<Task*> const&, std::move_iterator<Task*> const&) [20]
                0.00    0.00      25/25          bool std::operator==<Task*>(std::move_iterator<Task*> const&, std::move_iterator<Task*> const&) [19]
-----------------------------------------------
                0.00    0.00       5/24          _fu2___ZSt4cout [305]
                0.00    0.00      19/24          _fu0___ZSt4cout [297]
[21]     0.0    0.00    0.00      24         std::vector<ClubMember, std::allocator<ClubMember> >::operator[](unsigned int) [21]
-----------------------------------------------
                0.00    0.00       1/21          Club::show_allotment() [153]
                0.00    0.00      20/21          std::vector<Task, std::allocator<Task> >::_M_check_len(unsigned int, char const*) const [113]
[22]     0.0    0.00    0.00      21         std::vector<Task, std::allocator<Task> >::size() const [22]
-----------------------------------------------
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::difference_type __gnu_cxx::operator-<Task*, std::vector<Task, std::allocator<Task> > >(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > > const&, __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > > const&) [111]
                0.00    0.00      10/20          void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[23]     0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::base() const [23]
-----------------------------------------------
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [112]
                0.00    0.00      10/20          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[24]     0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      20/20          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [29]
[25]     0.0    0.00    0.00      20         std::move_iterator<int*>::base() const [25]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [114]
[26]     0.0    0.00    0.00      20         std::vector<int, std::allocator<int> >::size() const [26]
-----------------------------------------------
                0.00    0.00      20/20          std::move_iterator<Task*> std::__make_move_if_noexcept_iterator<Task, std::move_iterator<Task*> >(Task*) [31]
[27]     0.0    0.00    0.00      20         std::move_iterator<Task*>::move_iterator(Task*) [27]
-----------------------------------------------
                0.00    0.00      20/20          std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [32]
[28]     0.0    0.00    0.00      20         std::move_iterator<int*>::move_iterator(int*) [28]
-----------------------------------------------
                0.00    0.00      20/20          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [82]
[29]     0.0    0.00    0.00      20         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [29]
                0.00    0.00      20/20          std::move_iterator<int*>::base() const [25]
                0.00    0.00      20/20          int* std::__miter_base<int*>(int*) [30]
-----------------------------------------------
                0.00    0.00      20/20          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [29]
[30]     0.0    0.00    0.00      20         int* std::__miter_base<int*>(int*) [30]
-----------------------------------------------
                0.00    0.00      20/20          Task* std::__uninitialized_move_if_noexcept_a<Task*, Task*, std::allocator<Task> >(Task*, Task*, Task*, std::allocator<Task>&) [80]
[31]     0.0    0.00    0.00      20         std::move_iterator<Task*> std::__make_move_if_noexcept_iterator<Task, std::move_iterator<Task*> >(Task*) [31]
                0.00    0.00      20/20          std::move_iterator<Task*>::move_iterator(Task*) [27]
-----------------------------------------------
                0.00    0.00      20/20          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
[32]     0.0    0.00    0.00      20         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [32]
                0.00    0.00      20/20          std::move_iterator<int*>::move_iterator(int*) [28]
-----------------------------------------------
                0.00    0.00       7/19          ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
                0.00    0.00      12/19          void std::_Destroy_aux<false>::__destroy<ClubMember*>(ClubMember*, ClubMember*) [115]
[33]     0.0    0.00    0.00      19         ClubMember* std::__addressof<ClubMember>(ClubMember&) [33]
-----------------------------------------------
                0.00    0.00       5/17          _fu12___ZSt3cin [300]
                0.00    0.00      12/17          void std::_Destroy<ClubMember>(ClubMember*) [52]
[34]     0.0    0.00    0.00      17         ClubMember::~ClubMember() [34]
-----------------------------------------------
                0.00    0.00       1/17          Club::show_allotment() [153]
                0.00    0.00      16/17          std::vector<ClubMember, std::allocator<ClubMember> >::_M_check_len(unsigned int, char const*) const [139]
[35]     0.0    0.00    0.00      17         std::vector<ClubMember, std::allocator<ClubMember> >::size() const [35]
-----------------------------------------------
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >::difference_type __gnu_cxx::operator-<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > > const&, __gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > > const&) [138]
                0.00    0.00       8/16          void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
[36]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >::base() const [36]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<Task, std::allocator<Task> >::~vector() [210]
                0.00    0.00      15/16          void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[37]     0.0    0.00    0.00      16         std::_Vector_base<Task, std::allocator<Task> >::_M_get_Tp_allocator() [37]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<int, std::allocator<int> >::~vector() [216]
                0.00    0.00      15/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
[38]     0.0    0.00    0.00      16         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
-----------------------------------------------
                0.00    0.00      16/16          std::move_iterator<ClubMember*> std::__make_move_if_noexcept_iterator<ClubMember, std::move_iterator<ClubMember*> >(ClubMember*) [40]
[39]     0.0    0.00    0.00      16         std::move_iterator<ClubMember*>::move_iterator(ClubMember*) [39]
-----------------------------------------------
                0.00    0.00      16/16          ClubMember* std::__uninitialized_move_if_noexcept_a<ClubMember*, ClubMember*, std::allocator<ClubMember> >(ClubMember*, ClubMember*, ClubMember*, std::allocator<ClubMember>&) [93]
[40]     0.0    0.00    0.00      16         std::move_iterator<ClubMember*> std::__make_move_if_noexcept_iterator<ClubMember, std::move_iterator<ClubMember*> >(ClubMember*) [40]
                0.00    0.00      16/16          std::move_iterator<ClubMember*>::move_iterator(ClubMember*) [39]
-----------------------------------------------
                0.00    0.00       5/15          __gnu_cxx::new_allocator<Task>::allocate(unsigned int, void const*) [108]
                0.00    0.00      10/15          std::allocator_traits<std::allocator<Task> >::max_size(std::allocator<Task> const&) [65]
[41]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<Task>::max_size() const [41]
-----------------------------------------------
                0.00    0.00       5/15          __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [110]
                0.00    0.00      10/15          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [67]
[42]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<int>::max_size() const [42]
-----------------------------------------------
                0.00    0.00      15/15          Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
[43]     0.0    0.00    0.00      15         std::move_iterator<Task*>::operator*() const [43]
-----------------------------------------------
                0.00    0.00      15/15          Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
[44]     0.0    0.00    0.00      15         std::move_iterator<Task*>::operator++() [44]
-----------------------------------------------
                0.00    0.00      15/15          Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
[45]     0.0    0.00    0.00      15         void std::_Construct<Task, Task>(Task*, Task&&) [45]
                0.00    0.00      15/50          Task&& std::forward<Task>(std::remove_reference<Task>::type&) [9]
                0.00    0.00      15/47          operator new(unsigned int, void*) [10]
                0.00    0.00      15/25          Task::Task(Task&&) [16]
-----------------------------------------------
                0.00    0.00      15/15          bool std::operator!=<ClubMember*>(std::move_iterator<ClubMember*> const&, std::move_iterator<ClubMember*> const&) [47]
[46]     0.0    0.00    0.00      15         bool std::operator==<ClubMember*>(std::move_iterator<ClubMember*> const&, std::move_iterator<ClubMember*> const&) [46]
                0.00    0.00      30/30          std::move_iterator<ClubMember*>::base() const [13]
-----------------------------------------------
                0.00    0.00      15/15          ClubMember* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<ClubMember*>, ClubMember*>(std::move_iterator<ClubMember*>, std::move_iterator<ClubMember*>, ClubMember*) [90]
[47]     0.0    0.00    0.00      15         bool std::operator!=<ClubMember*>(std::move_iterator<ClubMember*> const&, std::move_iterator<ClubMember*> const&) [47]
                0.00    0.00      15/15          bool std::operator==<ClubMember*>(std::move_iterator<ClubMember*> const&, std::move_iterator<ClubMember*> const&) [46]
-----------------------------------------------
                0.00    0.00       4/14          std::vector<ClubMember, std::allocator<ClubMember> >::_M_check_len(unsigned int, char const*) const [139]
                0.00    0.00       5/14          std::vector<Task, std::allocator<Task> >::_M_check_len(unsigned int, char const*) const [113]
                0.00    0.00       5/14          std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [114]
[48]     0.0    0.00    0.00      14         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [48]
-----------------------------------------------
                0.00    0.00       1/13          std::vector<ClubMember, std::allocator<ClubMember> >::~vector() [208]
                0.00    0.00      12/13          void std::vector<ClubMember, std::allocator<ClubMember> >::_M_realloc_insert<ClubMember>(__gnu_cxx::__normal_iterator<ClubMember*, std::vector<ClubMember, std::allocator<ClubMember> > >, ClubMember&&) [143]
[49]     0.0    0.00    0.00      13         std::_Vector_base<ClubMember, std::allocator<ClubMember> >::_M_get_Tp_allocator() [49]
-----------------------------------------------
                0.00    0.00       5/12          void __gnu_cxx::new_allocator<ClubMember>::construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [106]
                0.00    0.00       7/12          void std::_Construct<ClubMember, ClubMember>(ClubMember*, ClubMember&&) [96]
[50]     0.0    0.00    0.00      12         ClubMember::ClubMember(ClubMember&&) [50]
-----------------------------------------------
                0.00    0.00       4/12          __gnu_cxx::new_allocator<ClubMember>::allocate(unsigned int, void const*) [137]
                0.00    0.00       8/12          std::allocator_traits<std::allocator<ClubMember> >::max_size(std::allocator<ClubMember> const&) [89]
[51]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<ClubMember>::max_size() const [51]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy_aux<false>::__destroy<ClubMember*>(ClubMember*, ClubMember*) [115]
[52]     0.0    0.00    0.00      12         void std::_Destroy<ClubMember>(ClubMember*) [52]
                0.00    0.00      12/17          ClubMember::~ClubMember() [34]
-----------------------------------------------
                0.00    0.00       1/11          Club::show_allotment() [153]
                0.00    0.00      10/11          Club::kthPermutationUtil(std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&, int, int, long long) [154]
[53]     0.0    0.00    0.00      11         Club::factorial(int) [53]
-----------------------------------------------
                0.00    0.00      10/10          _fu15___ZSt3cin [303]
[54]     0.0    0.00    0.00      10         Task::Task(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [54]
-----------------------------------------------
                0.00    0.00      10/10          void std::allocator_traits<std::allocator<Task> >::construct<Task, Task>(std::allocator<Task>&, Task*, Task&&) [66]
[55]     0.0    0.00    0.00      10         void __gnu_cxx::new_allocator<Task>::construct<Task, Task>(Task*, Task&&) [55]
                0.00    0.00      10/50          Task&& std::forward<Task>(std::remove_reference<Task>::type&) [9]
                0.00    0.00      10/47          operator new(unsigned int, void*) [10]
                0.00    0.00      10/25          Task::Task(Task&&) [16]
-----------------------------------------------
                0.00    0.00      10/10          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [68]
[56]     0.0    0.00    0.00      10         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [56]
                0.00    0.00      10/25          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [17]
                0.00    0.00      10/47          operator new(unsigned int, void*) [10]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<Task, std::allocator<Task> >::end() [127]
                0.00    0.00       5/10          std::vector<Task, std::allocator<Task> >::begin() [128]
[57]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >::__normal_iterator(Task* const&) [57]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::end() [130]
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::begin() [131]
[58]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [58]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Task, std::allocator<Task> >::max_size() const [61]
[59]     0.0    0.00    0.00      10         std::_Vector_base<Task, std::allocator<Task> >::_M_get_Tp_allocator() const [59]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::max_size() const [62]
[60]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [60]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Task, std::allocator<Task> >::_M_check_len(unsigned int, char const*) const [113]
[61]     0.0    0.00    0.00      10         std::vector<Task, std::allocator<Task> >::max_size() const [61]
                0.00    0.00      10/10          std::_Vector_base<Task, std::allocator<Task> >::_M_get_Tp_allocator() const [59]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<Task> >::max_size(std::allocator<Task> const&) [65]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [114]
[62]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::max_size() const [62]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [60]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [67]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [74]
[63]     0.0    0.00    0.00      10         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [63]
-----------------------------------------------
                0.00    0.00      10/10          Club::kthPermutationUtil(std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&, int, int, long long) [154]
[64]     0.0    0.00    0.00      10         std::_Bit_reference::operator=(bool) [64]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Task, std::allocator<Task> >::max_size() const [61]
[65]     0.0    0.00    0.00      10         std::allocator_traits<std::allocator<Task> >::max_size(std::allocator<Task> const&) [65]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<Task>::max_size() const [41]
-----------------------------------------------
                0.00    0.00       5/10          void std::vector<Task, std::allocator<Task> >::emplace_back<Task>(Task&&) [71]
                0.00    0.00       5/10          void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
[66]     0.0    0.00    0.00      10         void std::allocator_traits<std::allocator<Task> >::construct<Task, Task>(std::allocator<Task>&, Task*, Task&&) [66]
                0.00    0.00      10/50          Task&& std::forward<Task>(std::remove_reference<Task>::type&) [9]
                0.00    0.00      10/10          void __gnu_cxx::new_allocator<Task>::construct<Task, Task>(Task*, Task&&) [55]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::max_size() const [62]
[67]     0.0    0.00    0.00      10         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [67]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<int>::max_size() const [42]
-----------------------------------------------
                0.00    0.00       5/10          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::push_back(int const&) [73]
[68]     0.0    0.00    0.00      10         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [68]
                0.00    0.00      10/25          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [17]
                0.00    0.00      10/10          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [56]
-----------------------------------------------
                0.00    0.00      10/10          Task* std::uninitialized_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [76]
[69]     0.0    0.00    0.00      10         Task* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Task*>, Task*>(std::move_iterator<Task*>, std::move_iterator<Task*>, Task*) [69]
                0.00    0.00      25/25          bool std::operator!=<Task*>(std::move_iterator<Task*> const&, std::move_iterator<Task*> const&) [20]
                0.00    0.00      15/15          std::move_iterator<Task*>::operator*() const [43]
                0.00    0.00      15/40          Task* std::__addressof<Task>(Task&) [11]
                0.00    0.00      15/15          void std::_Construct<Task, Task>(Task*, Task&&) [45]
                0.00    0.00      15/15          std::move_iterator<Task*>::operator++() [44]
-----------------------------------------------
                0.00    0.00      10/10          int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [77]
[70]     0.0    0.00    0.00      10         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [70]
                0.00    0.00      10/10          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [82]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Task, std::allocator<Task> >::push_back(Task&&) [72]
[71]     0.0    0.00    0.00      10         void std::vector<Task, std::allocator<Task> >::emplace_back<Task>(Task&&) [71]
                0.00    0.00      10/50          Task&& std::forward<Task>(std::remove_reference<Task>::type&) [9]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<Task> >::construct<Task, Task>(std::allocator<Task>&, Task*, Task&&) [66]
                0.00    0.00       5/5           std::vector<Task, std::allocator<Task> >::end() [127]
                0.00    0.00       5/5           void std::vector<Task, std::allocator<Task> >::_M_realloc_insert<Task>(__gnu_cxx::__normal_iterator<Task*, std::vector<Task, std::allocator<Task> > >, Task&&) [126]
-----------------------------------------------
                0.00    0.00      10/10          _fu15___ZSt3cin [303]
[72]     0.0    0.00    0.00      10         std::vector<Task, std::allocator<Task> >::push_back(Task&&) [72]
                0.00    0.00      10/10          std::remove_reference<Task&>::type&& std::move<Task&>(Task&) [83]
                0.00    0.00      10/10          void std::vector<Task, std::allocator<Task> >::emplace_back<Task>(Task&&) [71]
-----------------------------------------------
                0.00    0.00      10/10          Club::kthPermutationUtil(std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&, int, int, long long) [154]
[73]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::push_back(int const&) [73]
                0.00    0.00       5/10          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [68]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::end() [130]
                0.00    0.00       5/5           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
